name,type,date,value
关系类型数据库编程,软院,2014-2015-2,14
管理学原理A （双语）,人文院,2014-2015-2,3
管理学原理B,管理学院,2014-2015-2,44
管理学原理B,经济学院,2014-2015-2,10
光电检测,自动化院,2014-2015-2,2
光电信息物理基础,光院,2014-2015-2,78
光电子技术（双语）,理学院,2014-2015-2,1
光电子学（双语）,光院,2014-2015-2,36
光纤通信系统,光院,2014-2015-2,12
光纤通信与数字传输,通院,2014-2015-2,25
光纤通信原理与系统,光院,2014-2015-2,23
光纤通信原理与系统（双语）,电院,2014-2015-2,39
广告媒体研究,传媒院,2014-2015-2,2
国际结算（含贸易融资）,经济学院,2014-2015-2,1
国际金融,经济学院,2014-2015-2,2
国际金融（双语）,经济学院,2014-2015-2,2
国际经济学,经济学院,2014-2015-2,7
国际贸易理论与实务,经济学院,2014-2015-2,39
国际贸易实务,经济学院,2014-2015-2,10
国民经济统计学,经济学院,2014-2015-2,6
过程控制,自动化院,2014-2015-2,12
行政管理学,人文院,2014-2015-2,10
宏观经济学A,经济学院,2014-2015-2,1
宏观经济学B,管理学院,2014-2015-2,21
环境经济学,地生院,2014-2015-2,9
环境评价与规划,地生院,2014-2015-2,3
汇编语言程序设计,计院,2014-2015-2,45
会计学,经济学院,2014-2015-2,3
货币银行学,经济学院,2014-2015-2,6
基础日语Ⅱ,外院,2014-2015-2,12
基础日语Ⅳ,外院,2014-2015-2,10
基础写作I,外院,2014-2015-2,5
基础写作II,外院,2014-2015-2,1
基础英语Ⅱ,外院,2014-2015-2,3
激光原理,光院,2014-2015-2,23
集成电路与CAD,电院,2014-2015-2,11
计量经济学,经济学院,2014-2015-2,4
计算机病毒防治,计院,2014-2015-2,7
计算机控制技术,自动化院,2014-2015-2,1
计算机控制系统,自动化院,2014-2015-2,13
计算机通信网,通院,2014-2015-2,10
计算机通信与网络,计院,2014-2015-2,46
计算机图形学,通院,2014-2015-2,2
计算机网络,教科院,2014-2015-2,17
计算机网络（双语）,通院,2014-2015-2,6
计算机应用基础能力考核,计院,2014-2015-2,669
计算机组成与结构,计院,2014-2015-2,15
计算机组成原理,计院,2014-2015-2,15
计算机组成原理,教科院,2014-2015-2,11
计算机组成原理,理学院,2014-2015-2,2
计算机组成原理,物联网院,2014-2015-2,39
继电保护原理,自动化院,2014-2015-2,12
结构化学,材料院,2014-2015-2,9
经济法,管理学院,2014-2015-2,1
经济法,经济学院,2014-2015-2,1
经济计量学,经济学院,2014-2015-2,2
精密机械学基础,自动化院,2014-2015-2,7
聚合物成型工艺与原理,材料院,2014-2015-2,1
科技英语,自动化院,2014-2015-2,4
控制系统仿真,自动化院,2014-2015-2,1
宽带交换技术,通院,2014-2015-2,6
老年社会工作,人文院,2014-2015-2,1
离散数学,计院,2014-2015-2,33
离散数学,物联网院,2014-2015-2,21
力学与热学,理学院,2014-2015-2,48
量子力学,材料院,2014-2015-2,4
量子力学,理学院,2014-2015-2,1
量子物理,电院,2014-2015-2,41
量子与固体物理,电院,2014-2015-2,13
逻辑学,马院,2014-2015-2,15
逻辑学,人文院,2014-2015-2,1
旅游与中国文化,人文院,2014-2015-2,3
马克思主义基本原理概论,马院,2014-2015-2,48
毛泽东思想和中国特色社会主义理论体系概论,马院,2014-2015-2,97
美国文学作品选读,外院,2014-2015-2,4
密码学,计院,2014-2015-2,46
密码学,通院,2014-2015-2,2
面向对象程序设计及C++,计院,2014-2015-2,40
模拟电子器件,电院,2014-2015-2,55
模拟电子线路C,电院,2014-2015-2,88
模式识别基础（双语）,自动化院,2014-2015-2,6
普通物理实验Ⅲ,理学院,2014-2015-2,2
企业资源计划,管理学院,2014-2015-2,3
嵌入式系统B,通院,2014-2015-2,14
嵌入式系统与开发,计院,2014-2015-2,8
嵌入式系统原理与应用,物联网院,2014-2015-2,15
嵌入式智能终端开发,计院,2014-2015-2,2
热力学统计物理,材料院,2014-2015-2,22
人口学,人文院,2014-2015-2,2
人类行为与社会环境Ⅰ,人文院,2014-2015-2,2
人力资源管理（双语）,管理学院,2014-2015-2,6
人力资源开发与管理,人文院,2014-2015-2,1
人力资源战略与规划,管理学院,2014-2015-2,1
人员测评与选拔,管理学院,2014-2015-2,6
日本概况,外院,2014-2015-2,9
日本古典语法与文学作品选读,外院,2014-2015-2,7
日本文学史,外院,2014-2015-2,7
日文报刊选读,外院,2014-2015-2,1
日语,外院,2014-2015-2,7
日语翻译（汉译日）,外院,2014-2015-2,15
日语会话Ⅱ,外院,2014-2015-2,2
日语听力Ⅱ,外院,2014-2015-2,3
日语语法,外院,2014-2015-2,4
日语阅读Ⅱ,外院,2014-2015-2,2
软件测试,计院,2014-2015-2,8
软件测试技术实验,计院,2014-2015-2,1
软件工程,教科院,2014-2015-2,3
软件工程（双语）,计院,2014-2015-2,4
软件开发技术基础,计院,2014-2015-2,5
软件质量保证与测试,软院,2014-2015-2,4
商务日语,外院,2014-2015-2,7
商务统计学（双语）,经济学院,2014-2015-2,1
社工经典原著选读（双语）,人文院,2014-2015-2,1
社工实习教学I,人文院,2014-2015-2,3
社会保障,人文院,2014-2015-2,1
社会保障概论,人文院,2014-2015-2,5
社会保障学,管理学院,2014-2015-2,1
社会工作概论,人文院,2014-2015-2,6
社会心理学,人文院,2014-2015-2,6
社会政策,人文院,2014-2015-2,2
社交礼仪I,学生工作处,2014-2015-2,19
社科翻译,外院,2014-2015-2,1
审计学,管理学院,2014-2015-2,1
时间序列分析,经济学院,2014-2015-2,1
时间序列分析,理学院,2014-2015-2,2
实用回归分析,经济学院,2014-2015-2,3
实用英语口译,外院,2014-2015-2,2
市场营销A,管理学院,2014-2015-2,9
市场营销学,管理学院,2014-2015-2,1
视听心理学,教科院,2014-2015-2,14
视听语言,传媒院,2014-2015-2,1
数据采集系统,自动化院,2014-2015-2,1
数据仓库与数据挖掘,管理学院,2014-2015-2,1
数据结构,物联网院,2014-2015-2,53
数据结构A,计院,2014-2015-2,63
数据库技术与应用,计院,2014-2015-2,13
数据库系统,计院,2014-2015-2,5
数据库系统A,计院,2014-2015-2,19
数据库系统B,计院,2014-2015-2,8
数据库系统与设计,软院,2014-2015-2,13
数据库系统原理,物联网院,2014-2015-2,1
数据库原理及应用,地生院,2014-2015-2,1
数据库原理与应用,管理学院,2014-2015-2,68
数据挖掘,计院,2014-2015-2,3
数据挖掘,物联网院,2014-2015-2,1
数理统计,理学院,2014-2015-2,11
数学分析（中）,理学院,2014-2015-2,27
数学建模,理学院,2014-2015-2,68
数学物理方法,理学院,2014-2015-2,20
数值逼近（双语）,理学院,2014-2015-2,3
数字电路与逻辑设计A,电院,2014-2015-2,150
数字电路与逻辑设计B,电院,2014-2015-2,458
数字电视原理A,通院,2014-2015-2,4
数字电视原理C,通院,2014-2015-2,2
数字集成电路分析与设计（双语）,电院,2014-2015-2,13
数字媒体技术基础,传媒院,2014-2015-2,1
数字图像处理,通院,2014-2015-2,2
数字图像通信,通院,2014-2015-2,6
数字信号处理,通院,2014-2015-2,10
数字信号处理A（双语）,通院,2014-2015-2,291
思想道德修养与法律基础,马院,2014-2015-2,13
宋词与人生,人文院,2014-2015-2,1
算法分析与设计,计院,2014-2015-2,56
算法分析与设计C,计院,2014-2015-2,139
算法分析与设计C,物联网院,2014-2015-2,12
随机数学,理学院,2014-2015-2,1
唐诗与酒文化,光院,2014-2015-2,1
体育,体育部,2014-2015-2,777
天线原理与设计,电院,2014-2015-2,5
通关实务,经济学院,2014-2015-2,1
通信技术,理学院,2014-2015-2,1
通信网基础,光院,2014-2015-2,9
通信网基础A,通院,2014-2015-2,11
通信网络技术（双语）,通院,2014-2015-2,20
通信原理B,通院,2014-2015-2,19
通信原理C,通院,2014-2015-2,27
统计调查与分析,经济学院,2014-2015-2,1
统计学Ⅱ,理学院,2014-2015-2,2
统一建模语言,计院,2014-2015-2,15
投资学,经济学院,2014-2015-2,2
外贸英语谈判与函电,经济学院,2014-2015-2,7
网络安全技术（双语）,计院,2014-2015-2,6
网络地理信息系统,地生院,2014-2015-2,4
网络化测控技术,自动化院,2014-2015-2,2
网络技术与应用,计院,2014-2015-2,203
网络监控与管理技术,物联网院,2014-2015-2,9
网络信息安全,理学院,2014-2015-2,1
网络信息资源检索与利用,管理学院,2014-2015-2,10
网页设计与网站建设,管理学院,2014-2015-2,10
网站设计与架构,管理学院,2014-2015-2,3
微波电路EDA,电院,2014-2015-2,5
微波技术基础,电院,2014-2015-2,8
微电子器件设计,电院,2014-2015-2,5
微分方程,理学院,2014-2015-2,5
微分方程及其数值计算,理学院,2014-2015-2,11
微观经济学B,经济学院,2014-2015-2,15
微机原理与接口,计院,2014-2015-2,2
微型计算机接口技术,计院,2014-2015-2,44
微型计算机原理与接口技术,计院,2014-2015-2,314
文科物理,理学院,2014-2015-2,3
无线传感器网络（双语）,物联网院,2014-2015-2,11
无线通信原理（双语）,通院,2014-2015-2,26
物理光学,材料院,2014-2015-2,8
物理光学,电院,2014-2015-2,54
物理光学,光院,2014-2015-2,117
物理化学,材料院,2014-2015-2,25
物理实验,理学院,2014-2015-2,63
物理学概论,理学院,2014-2015-2,1
物联网概论,教科院,2014-2015-2,1
物联网概论,物联网院,2014-2015-2,2
物联网感知技术及其应用,物联网院,2014-2015-2,12
误差理论与测量平差基础,地生院,2014-2015-2,20
误差理论与数据分析,自动化院,2014-2015-2,3
现代管理科学基础,管理学院,2014-2015-2,3
现代控制理论,自动化院,2014-2015-2,5
现代密码学,理学院,2014-2015-2,3
现代生物学,地生院,2014-2015-2,2
现代物流管理,管理学院,2014-2015-2,1
现代物流与供应链管理,管理学院,2014-2015-2,10
现代物流与供应链管理,经济学院,2014-2015-2,1
现代信息技术概论,通院,2014-2015-2,1
线性代数,理学院,2014-2015-2,223
线性代数与解析几何,理学院,2014-2015-2,350
新媒体动画创作,传媒院,2014-2015-2,1
新能源发电技术,自动化院,2014-2015-2,2
薪酬管理（双语）,管理学院,2014-2015-2,1
信号与系统C,通院,2014-2015-2,33
信息存储与检索,管理学院,2014-2015-2,1
信息光学,光院,2014-2015-2,17
信息技术应用,传媒院,2014-2015-2,2
信息论基础,计院,2014-2015-2,22
信息论基础B,通院,2014-2015-2,11
信息论与编码,理学院,2014-2015-2,5
形势与政策,马院,2014-2015-2,4
虚拟现实,教科院,2014-2015-2,1
遥感学原理,地生院,2014-2015-2,2
遥感原理与方法,地生院,2014-2015-2,11
医学成像技术,地生院,2014-2015-2,7
医学信号处理（含实验）,地生院,2014-2015-2,1
医学仪器原理,地生院,2014-2015-2,3
仪器分析,材料院,2014-2015-2,35
移动通信系统B,通院,2014-2015-2,8
移动通信系统C,通院,2014-2015-2,10
艺术概论,传媒院,2014-2015-2,1
音乐基础,传媒院,2014-2015-2,1
英国文学作品选读,外院,2014-2015-2,5
英语词汇学,外院,2014-2015-2,1
英语听力Ⅱ,外院,2014-2015-2,4
英语阅读Ⅱ,外院,2014-2015-2,1
营养与健康,人文院,2014-2015-2,5
应用光学（双语）,光院,2014-2015-2,33
应用光学基础,自动化院,2014-2015-2,14
应用随机过程A,理学院,2014-2015-2,4
应用统计,人文院,2014-2015-2,2
应用文写作,人文院,2014-2015-2,17
邮政运作管理,管理学院,2014-2015-2,3
有机化学,材料院,2014-2015-2,50
原子物理学（双语）,理学院,2014-2015-2,6
运筹学,管理学院,2014-2015-2,89
运筹学,经济学院,2014-2015-2,1
运筹与优化,理学院,2014-2015-2,5
运动控制系统,自动化院,2014-2015-2,12
政府经济学,人文院,2014-2015-2,1
政治经济学,经济学院,2014-2015-2,10
制图基础及计算机绘图,理学院,2014-2015-2,13
质量管理,管理学院,2014-2015-2,19
智能仪器设计基础,自动化院,2014-2015-2,1
中国近现代史纲要,马院,2014-2015-2,23
中国旅游地理,地生院,2014-2015-2,11
中级财务会计,管理学院,2014-2015-2,3
中外美术史,传媒院,2014-2015-2,1
中外文化概述,传媒院,2014-2015-2,1
自动控制原理,自动化院,2014-2015-2,57
组织理论与设计,管理学院,2014-2015-2,2
AutoCAD及应用,地生院,2015-2016-1,2
Flash编程技术,传媒院,2015-2016-1,5
HTML5富界面设计,软院,2015-2016-1,1
IP网络技术基础（双语）,通院,2015-2016-1,50
Java编程 II,软院,2015-2016-1,5
Java程序设计,计院,2015-2016-1,2
Java语言（双语）,教科院,2015-2016-1,25
Java语言程序设计B,计院,2015-2016-1,12
Linux编程,计院,2015-2016-1,2
Linux编程,物联网院,2015-2016-1,31
Web技术,物联网院,2015-2016-1,2
半导体集成电路工艺,电院,2015-2016-1,19
半导体物理,电院,2015-2016-1,11
薄膜物理与技术,材料院,2015-2016-1,10
编译原理,计院,2015-2016-1,56
博弈论,人文院,2015-2016-1,5
材料物理（双语）,材料院,2015-2016-1,6
财务管理A,管理学院,2015-2016-1,29
财务管理A,经济学院,2015-2016-1,2
财务会计B,管理学院,2015-2016-1,6
财务会计B,经济学院,2015-2016-1,3
财政与金融,人文院,2015-2016-1,1
财政与税收,管理学院,2015-2016-1,1
财政与税收,经济学院,2015-2016-1,1
采购管理,管理学院,2015-2016-1,1
操作系统,管理学院,2015-2016-1,1
操作系统,海院,2015-2016-1,1
操作系统A,计院,2015-2016-1,22
操作系统B,计院,2015-2016-1,10
操作系统结构分析,计院,2015-2016-1,25
操作系统原理,物联网院,2015-2016-1,19
测试信号处理,自动化院,2015-2016-1,12
成本会计,管理学院,2015-2016-1,1
城市道路与交通规划,地生院,2015-2016-1,1
城市地理学,地生院,2015-2016-1,6
城镇体系规划,地生院,2015-2016-1,1
抽样技术与应用（双语）,经济学院,2015-2016-1,1
抽样调查（双语）,理学院,2015-2016-1,7
初级法语,外院,2015-2016-1,9
传播学概论,传媒院,2015-2016-1,1
传感材料及其应用,材料院,2015-2016-1,3
传感器技术,自动化院,2015-2016-1,10
传感器与检测技术,自动化院,2015-2016-1,19
大国外交,材料院,2015-2016-1,1
大学化学,材料院,2015-2016-1,19
大学生心理健康,教科院,2015-2016-1,2
大学物理,理学院,2015-2016-1,446
大学英语Ⅰ,外院,2015-2016-1,156
大学英语Ⅱ,外院,2015-2016-1,20
大学英语Ⅲ,外院,2015-2016-1,134
大学英语Ⅳ,外院,2015-2016-1,101
大学语文,人文院,2015-2016-1,19
代数与几何,理学院,2015-2016-1,16
单片机及嵌入式系统（卓越班）,自动化院,2015-2016-1,1
单片机原理及系统设计,计院,2015-2016-1,19
单片机原理及应用,通院,2015-2016-1,4
地理信息系统B,地生院,2015-2016-1,1
第二外语（英语）,外院,2015-2016-1,2
电磁场理论A,电院,2015-2016-1,9
电磁场与传输理论,电院,2015-2016-1,18
电磁场与传输理论A,电院,2015-2016-1,36
电磁场与传输理论B,电院,2015-2016-1,67
电磁兼容原理与技术,电院,2015-2016-1,1
电磁学,理学院,2015-2016-1,17
电动力学,理学院,2015-2016-1,10
电工电子技术基础,电院,2015-2016-1,69
电工电子实验（一）,电工电子实验教学中心,2015-2016-1,57
电机与拖动基础,自动化院,2015-2016-1,24
电力电子技术,自动化院,2015-2016-1,89
电力系统分析,自动化院,2015-2016-1,62
电路分析基础C,电院,2015-2016-1,42
电气工程及其自动化导论,自动化院,2015-2016-1,2
电视原理,通院,2015-2016-1,18
电视原理与数字视频,通院,2015-2016-1,13
电子测量原理,自动化院,2015-2016-1,4
电子电路基础,理学院,2015-2016-1,13
电子科学与技术导论,电院,2015-2016-1,1
电子信息工程专业导论,通院,2015-2016-1,14
多媒体技术与通信,通院,2015-2016-1,2
多媒体技术与应用,管理学院,2015-2016-1,41
多媒体信息系统,通院,2015-2016-1,2
多元统计分析,经济学院,2015-2016-1,19
多元统计分析,理学院,2015-2016-1,4
法国文化导读-走进法国,外院,2015-2016-1,6
非参数统计,理学院,2015-2016-1,1
概率论,理学院,2015-2016-1,8
概率论与数理统计,理学院,2015-2016-1,647
概率统计和随机过程,理学院,2015-2016-1,131
高等数学 Ⅰ,理学院,2015-2016-1,12
高等数学A,理学院,2015-2016-1,969
高等数学AⅠ,理学院,2015-2016-1,138
高等数学B,理学院,2015-2016-1,202
高等数学BⅠ,理学院,2015-2016-1,35
高分子物理,材料院,2015-2016-1,2
高级日语Ⅰ,外院,2015-2016-1,3
高级日语Ⅲ,外院,2015-2016-1,1
高级写作Ⅱ,外院,2015-2016-1,6
高级英语Ⅰ,外院,2015-2016-1,3
高级语言程序设计,计院,2015-2016-1,117
高级语言程序设计A,计院,2015-2016-1,346
高级语言程序设计B,计院,2015-2016-1,52
工程测量,地生院,2015-2016-1,2
工作分析与设计,管理学院,2015-2016-1,1
公共财务,人文院,2015-2016-1,6
公共关系学,通院,2015-2016-1,2
公共政策分析（双语）,人文院,2015-2016-1,12
固体电子导论,电院,2015-2016-1,6
管理沟通,管理学院,2015-2016-1,1
